standard_name,gene
HEBERT_Hs_MATRISOME_TNBC_LUNG_METASTASIS,HSPG2
HEBERT_Hs_MATRISOME_TNBC_LUNG_METASTASIS,LAMA1
HEBERT_Hs_MATRISOME_TNBC_LUNG_METASTASIS,LAMA3
HEBERT_Hs_MATRISOME_TNBC_LUNG_METASTASIS,LAMA5
HEBERT_Hs_MATRISOME_TNBC_LUNG_METASTASIS,LAMB2
HEBERT_Hs_MATRISOME_TNBC_LUNG_METASTASIS,LAMB3
HEBERT_Hs_MATRISOME_TNBC_LUNG_METASTASIS,LAMC1
HEBERT_Hs_MATRISOME_TNBC_LUNG_METASTASIS,LAMC2
HEBERT_Hs_MATRISOME_TNBC_LUNG_METASTASIS,LUM
HEBERT_Hs_MATRISOME_TNBC_LUNG_METASTASIS,MFAP4
HEBERT_Hs_MATRISOME_TNBC_LUNG_METASTASIS,NID1
HEBERT_Hs_MATRISOME_TNBC_LUNG_METASTASIS,SFTPA1
HEBERT_Hs_MATRISOME_TNBC_LUNG_METASTASIS,TNXB
HEBERT_Hs_MATRISOME_TNBC_LIVER_METASTASIS,COL14A1
HEBERT_Hs_MATRISOME_TNBC_LIVER_METASTASIS,COL6A4
HEBERT_Hs_MATRISOME_TNBC_LIVER_METASTASIS,COL6A5
HEBERT_Hs_MATRISOME_TNBC_LIVER_METASTASIS,ECM1
HEBERT_Hs_MATRISOME_TNBC_LIVER_METASTASIS,F2
HEBERT_Hs_MATRISOME_TNBC_LIVER_METASTASIS,FGA
HEBERT_Hs_MATRISOME_TNBC_LIVER_METASTASIS,FGB
HEBERT_Hs_MATRISOME_TNBC_LIVER_METASTASIS,FGG
HEBERT_Hs_MATRISOME_TNBC_LIVER_METASTASIS,FN1
HEBERT_Hs_MATRISOME_TNBC_LIVER_METASTASIS,IGFBP7
HEBERT_Hs_MATRISOME_TNBC_LIVER_METASTASIS,PLG
HEBERT_Hs_MATRISOME_TNBC_LIVER_METASTASIS,TNC
HEBERT_Hs_MATRISOME_TNBC_LIVER_METASTASIS,VTN
HEBERT_Hs_MATRISOME_TNBC_LIVER_METASTASIS,VWF
HEBERT_Hs_MATRISOME_TNBC_BONE_BRAIN_LUNG_LIVER_METASTASTASES_TUMOR_CELL_DERIVED,S100A4
HEBERT_Hs_MATRISOME_TNBC_BONE_BRAIN_LUNG_LIVER_METASTASTASES_TUMOR_CELL_DERIVED,ANXA2
HEBERT_Hs_MATRISOME_TNBC_BONE_BRAIN_LUNG_LIVER_METASTASTASES_TUMOR_CELL_DERIVED,HSPG2
HEBERT_Hs_MATRISOME_TNBC_BONE_BRAIN_LUNG_LIVER_METASTASTASES_TUMOR_CELL_DERIVED,CTSD
HEBERT_Hs_MATRISOME_TNBC_BONE_BRAIN_LUNG_LIVER_METASTASTASES_TUMOR_CELL_DERIVED,COL4A1
HEBERT_Hs_MATRISOME_TNBC_BONE_BRAIN_LUNG_LIVER_METASTASTASES_TUMOR_CELL_DERIVED,ANXA1
HEBERT_Hs_MATRISOME_TNBC_BONE_BRAIN_LUNG_LIVER_METASTASTASES_TUMOR_CELL_DERIVED,SERPINB1
HEBERT_Hs_MATRISOME_TNBC_BONE_BRAIN_LIVER_LUNG_METASTASTASES,S100A4
HEBERT_Hs_MATRISOME_TNBC_BONE_BRAIN_LIVER_LUNG_METASTASTASES,ANXA2
HEBERT_Hs_MATRISOME_TNBC_BONE_BRAIN_LIVER_LUNG_METASTASTASES,HSPG2
HEBERT_Hs_MATRISOME_TNBC_BONE_BRAIN_LIVER_LUNG_METASTASTASES,CTSD
HEBERT_Hs_MATRISOME_TNBC_BONE_BRAIN_LIVER_LUNG_METASTASTASES,COL4A1
HEBERT_Hs_MATRISOME_TNBC_BONE_BRAIN_LIVER_LUNG_METASTASTASES,ANXA1
HEBERT_Hs_MATRISOME_TNBC_BONE_BRAIN_LIVER_LUNG_METASTASTASES,SERPINB1
HEBERT_Hs_MATRISOME_TNBC_BONE_BRAIN_LIVER_LUNG_METASTASTASES,ADAMTSL1
HEBERT_Hs_MATRISOME_TNBC_BONE_BRAIN_LIVER_LUNG_METASTASTASES,FGF2
HEBERT_Hs_MATRISOME_TNBC_BONE_BRAIN_LIVER_LUNG_METASTASTASES,NPNT
HEBERT_Hs_MATRISOME_TNBC_BONE_BRAIN_LIVER_LUNG_METASTASTASES,TINAGL1
HEBERT_Hs_MATRISOME_TNBC_BONE_BRAIN_LIVER_LUNG_METASTASTASES,NID1
HEBERT_Hs_MATRISOME_TNBC_BONE_BRAIN_LIVER_LUNG_METASTASTASES,DPT
